archive,case_name,placement_method,seed,placements_member,board_id,strategy,candidate_source,candidate_evaluated,selected,protected_candidate,gate_passed,gate_reason,required_travel_saving,travel_saving,machining_saving,extra_tool_events,baseline_tool_event_count,candidate_tool_event_count,baseline_travel_mode_cost,candidate_travel_mode_cost,baseline_machining_cost,candidate_machining_cost,baseline_detour_count,candidate_detour_count,hard_penalty,stability_penalty
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,rh_mcts_prefix_beam,seed_1003,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/rh_mcts_prefix_beam/seed_1003/placements.csv,150,current,topology,True,False,False,True,extra_events_justified,711.3979358112102,2141.675034740574,2141.675034740576,3,61,64,11856.63226352017,9714.957228779596,29238.632263520172,27096.957228779596,17,31,0.0,0.0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,rh_mcts_prefix_beam,seed_1003,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/rh_mcts_prefix_beam/seed_1003/placements.csv,150,current,beam,True,False,True,True,protected_beam,0.0,0.0,0.0,0,61,61,11856.63226352017,11856.63226352017,29238.632263520172,29238.632263520172,17,17,0.0,0.0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,rh_mcts_prefix_beam,seed_1003,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/rh_mcts_prefix_beam/seed_1003/placements.csv,150,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,61,61,11856.63226352017,11856.63226352017,29238.632263520172,29238.632263520172,17,17,0.0,0.0
paper_extended_suite_20260321_continuous_run_only_20260324_0001.zip,exp_robust_ind_5seed_1200s__data6,rh_mcts_prefix_beam,seed_1003,paper_extended_suite_20260321/exp_robust_ind_5seed_1200s/exp_robust_ind_5seed_1200s__data6/rh_mcts_prefix_beam/seed_1003/placements.csv,150,current,fallback_polished,True,True,False,True,no_extra_tool_events,0.0,996.9660774069634,996.9660774069634,-6,61,55,11856.63226352017,10859.666186113207,29238.632263520172,28241.66618611321,17,42,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,344,current,topology,True,False,False,False,insufficient_machining_saving,597.2495942343618,-313.1532430881625,-313.15324308816344,4,37,41,7465.6199279295215,7778.773171017684,27611.61992792952,27924.773171017685,19,9,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,344,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,37,37,7465.6199279295215,7465.6199279295215,27611.61992792952,27611.61992792952,19,19,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,344,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,37,37,7465.6199279295215,7465.6199279295215,27611.61992792952,27611.61992792952,19,19,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,344,current,fallback_polished,True,False,False,False,insufficient_machining_saving,447.93719567577136,-1000.148453266509,-1000.148453266509,3,37,40,7465.6199279295215,8465.76838119603,27611.61992792952,28611.76838119603,19,9,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,346,current,topology,True,False,False,False,insufficient_machining_saving,1571.6932993114565,-5608.7129129300065,-5608.712912930008,11,48,59,7144.060451415711,12752.773364345718,25027.06045141571,30635.773364345718,10,9,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,346,current,beam,True,False,True,True,protected_beam,0.0,0.0,0.0,0,48,48,7144.060451415711,7144.060451415711,25027.06045141571,25027.06045141571,10,10,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_full_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_full_beam\seed_1000\placements.csv,346,current,polished,True,True,False,True,no_extra_tool_events,0.0,125.69765981812361,125.69765981812088,-2,48,46,7144.060451415711,7018.362791597588,25027.06045141571,24901.36279159759,10,0,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,342,current,topology,True,False,False,False,insufficient_machining_saving,3489.2705920502062,-755.698706956262,-755.6987069562529,18,51,69,9692.418311250573,10448.117018206834,32540.618311250582,33296.317018206835,57,20,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,342,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,51,51,9692.418311250573,9692.418311250573,32540.618311250582,32540.618311250582,57,57,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,342,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,51,51,9692.418311250573,9692.418311250573,32540.618311250582,32540.618311250582,57,57,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,342,current,fallback_polished,True,False,False,False,insufficient_machining_saving,581.5450986750344,-40.767026562596584,-40.767026562592946,3,51,54,9692.418311250573,9733.18533781317,32540.618311250582,32581.385337813175,57,28,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,340,current,topology,True,False,False,False,insufficient_travel_saving,2081.0680922123943,13.733975394212393,13.733975394210574,10,68,78,10405.340461061971,10391.606485667759,28970.440461061968,28956.706485667757,23,0,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,340,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,68,68,10405.340461061971,10405.340461061971,28970.440461061968,28970.440461061968,23,23,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,340,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,68,68,10405.340461061971,10405.340461061971,28970.440461061968,28970.440461061968,23,23,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,340,current,fallback_polished,True,False,False,False,insufficient_machining_saving,208.10680922123942,-62.03028105519479,-62.03028105519479,1,68,69,10405.340461061971,10467.370742117166,28970.440461061968,29032.470742117162,23,33,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,333,current,topology,True,False,False,False,insufficient_travel_saving,2242.9311787620018,961.0990452090336,961.0990452090373,11,64,75,10195.141721645461,9234.042676436427,30943.941721645464,29982.842676436427,23,7,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,333,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,64,64,10195.141721645461,10195.141721645461,30943.941721645464,30943.941721645464,23,23,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,333,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,64,64,10195.141721645461,10195.141721645461,30943.941721645464,30943.941721645464,23,23,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_greedy,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_greedy\seed_1000\placements.csv,333,current,fallback_polished,True,False,False,False,insufficient_machining_saving,203.90283443290923,-890.7635635050647,-890.763563505061,1,64,65,10195.141721645461,11085.905285150526,30943.941721645464,31834.705285150525,23,14,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,341,current,topology,True,False,False,False,insufficient_machining_saving,3913.228133028712,-1448.303217260318,-1448.3032172603125,17,84,101,11509.494508907976,12957.797726168294,33354.594508907976,34802.89772616829,45,82,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,341,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,84,84,11509.494508907976,11509.494508907976,33354.594508907976,33354.594508907976,45,45,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,341,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,84,84,11509.494508907976,11509.494508907976,33354.594508907976,33354.594508907976,45,45,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,current,topology,True,False,False,True,no_extra_tool_events,0.0,-472.74839580864864,-472.748395808645,-1,70,69,12145.428238137098,12618.176633945746,33470.5282381371,33943.276633945745,49,100,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,70,70,12145.428238137098,12145.428238137098,33470.5282381371,33470.5282381371,49,49,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,70,70,12145.428238137098,12145.428238137098,33470.5282381371,33470.5282381371,49,49,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,342,current,fallback_polished,True,False,False,False,insufficient_machining_saving,971.6342590509678,-3853.1666502968546,-3853.166650296851,4,70,74,12145.428238137098,15998.594888433952,33470.5282381371,37323.69488843395,49,41,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,343,current,topology,True,False,False,True,no_extra_tool_events,0.0,-288.6928983937705,-288.6928983937687,-2,69,67,10622.983537645261,10911.676436039032,28703.683537645265,28992.376436039034,42,64,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,343,current,beam,True,False,True,True,protected_beam,0.0,0.0,0.0,0,69,69,10622.983537645261,10622.983537645261,28703.683537645265,28703.683537645265,42,42,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,343,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,69,69,10622.983537645261,10622.983537645261,28703.683537645265,28703.683537645265,42,42,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,baseline_pilot,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\baseline_pilot\seed_1000\placements.csv,343,current,fallback_polished,True,True,False,True,no_extra_tool_events,0.0,351.0,351.0,0,69,69,10622.983537645261,10271.983537645261,28703.683537645265,28352.683537645265,42,35,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,340,current,topology,True,False,False,False,insufficient_machining_saving,5779.048536130664,-920.7473011741677,-920.7473011741677,23,69,92,12563.1489915884,13483.896292762567,37174.6489915884,38095.39629276257,37,61,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,340,current,beam,True,False,True,True,protected_beam,0.0,0.0,0.0,0,69,69,12563.1489915884,12563.1489915884,37174.6489915884,37174.6489915884,37,37,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,340,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,69,69,12563.1489915884,12563.1489915884,37174.6489915884,37174.6489915884,37,37,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,340,current,fallback_polished,True,True,False,True,extra_events_justified,753.788939495304,2238.865313552549,2238.865313552553,3,69,72,12563.1489915884,10324.28367803585,37174.6489915884,34935.78367803585,37,10,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,341,current,topology,True,False,False,False,insufficient_machining_saving,1934.7024821582902,-1504.2978848256462,-1504.2978848256498,9,73,82,10748.347123101612,12252.645007927258,32064.647123101615,33568.945007927265,75,7,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,341,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,73,73,10748.347123101612,10748.347123101612,32064.647123101615,32064.647123101615,75,75,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,341,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,73,73,10748.347123101612,10748.347123101612,32064.647123101615,32064.647123101615,75,75,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,342,current,topology,True,False,False,False,insufficient_machining_saving,2052.263519272513,-1937.052590999292,-1937.0525909993012,9,68,77,11401.463995958404,13338.516586957696,32417.1639959584,34354.2165869577,41,24,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,342,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,68,68,11401.463995958404,11401.463995958404,32417.1639959584,32417.1639959584,41,41,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_prefix_beam,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_prefix_beam\seed_1000\placements.csv,342,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,68,68,11401.463995958404,11401.463995958404,32417.1639959584,32417.1639959584,41,41,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,349,current,topology,True,False,False,False,insufficient_machining_saving,2650.273236596531,-1275.3429987497711,-1275.342998749773,14,57,71,9465.261559273325,10740.604558023097,30431.261559273327,31706.6045580231,40,32,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,349,current,beam,True,True,True,True,protected_beam,0.0,0.0,0.0,0,57,57,9465.261559273325,9465.261559273325,30431.261559273327,30431.261559273327,40,40,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,349,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,57,57,9465.261559273325,9465.261559273325,30431.261559273327,30431.261559273327,40,40,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,348,current,topology,True,False,False,True,extra_events_justified,246.5923394315044,2521.8973375641817,2521.89733756418,1,63,64,12329.61697157522,9807.719634011039,33649.21697157522,31127.319634011037,62,34,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,348,current,beam,True,False,True,True,protected_beam,0.0,0.0,0.0,0,63,63,12329.61697157522,12329.61697157522,33649.21697157522,33649.21697157522,62,62,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,348,current,polished,True,False,False,True,no_extra_tool_events,0.0,0.0,0.0,0,63,63,12329.61697157522,12329.61697157522,33649.21697157522,33649.21697157522,62,62,0.0,0.0
review_overnight_20260422.zip,review_t1_ind_a_5seed_300s__data1,rh_mcts_ref,seed_1000,review_overnight_20260422\review_t1_ind_a_5seed_300s\review_t1_ind_a_5seed_300s__data1\rh_mcts_ref\seed_1000\placements.csv,348,current,fallback_polished,True,True,False,True,no_extra_tool_events,0.0,2986.332044975459,2986.3320449754574,-3,63,60,12329.61697157522,9343.284926599761,33649.21697157522,30662.88492659976,62,23,0.0,0.0
